ID	TM	SP	Prediction
FUN_005797-T1	9	0	o778-799i811-830o836-860i872-890o930-947i959-978o984-1001i1008-1033o1053-1074i
FUN_005330-T1	0	Y	n8-19c24/25o
FUN_004040-T1	0	Y	n20-32c40/41o
FUN_000315-T1	0	0	o
FUN_003814-T1	0	0	o
FUN_004539-T1	0	0	o
FUN_003691-T1	0	0	o
FUN_003568-T1	12	0	i124-140o146-168i175-198o243-263i272-296o840-859i871-887o893-911i923-943o949-965i986-1003o1015-1036i
FUN_002716-T1	0	0	o
FUN_005312-T1	0	0	i
FUN_000392-T1	1	0	o211-229i
FUN_000266-T1	0	0	o
FUN_001616-T1	1	0	i12-33o
FUN_001151-T1	0	0	o
FUN_005668-T1	0	0	o
FUN_005734-T1	0	0	i
FUN_005106-T1	4	0	i93-112o132-149i269-289o309-333i
FUN_003796-T1	0	0	o
FUN_004966-T1	0	Y	n3-11c17/18o
FUN_004846-T1	0	0	o
FUN_002152-T1	0	0	o
FUN_002464-T1	0	0	o
FUN_003058-T1	1	0	o184-207i
FUN_004717-T1	10	0	i65-83o122-141i211-231o243-265i341-359o371-393i400-422o434-453i465-484o490-514i
FUN_005919-T1	0	0	o
FUN_002822-T1	0	0	o
FUN_001667-T1	0	0	o
FUN_002076-T1	10	0	i97-120o132-151i163-183o189-211i223-240o252-271i363-383o403-425i445-465o471-493i
FUN_001380-T1	1	0	o1042-1067i
FUN_000587-T1	0	0	o
FUN_001136-T1	0	0	o
FUN_005308-T1	0	0	o
FUN_006007-T1	0	Y	n6-17c22/23o
FUN_002606-T1	0	0	o
FUN_000636-T1	12	0	i27-54o74-94i106-126o132-156i168-190o202-222i292-310o330-351i358-376o396-420i432-456o462-482i
FUN_001398-T1	0	0	o
FUN_000542-T1	0	0	o
FUN_002545-T1	0	0	o
FUN_003954-T1	0	0	i
FUN_001293-T1	0	0	o
FUN_001458-T1	0	0	o
FUN_002318-T1	1	0	o23-51i
FUN_002594-T1	0	0	o
FUN_005282-T1	0	0	o
FUN_005033-T1	0	0	o
FUN_004199-T1	0	0	i
FUN_000897-T1	0	0	o
FUN_004761-T1	0	0	o
FUN_000463-T1	0	Y	n15-26c33/34o
FUN_005220-T1	2	0	i12-30o50-68i
FUN_001300-T1	1	0	o392-409i
FUN_002108-T1	0	0	o
FUN_001579-T1	0	0	o
FUN_002864-T1	0	0	o
FUN_002406-T1	0	0	o
FUN_003999-T1	0	0	o
FUN_002744-T1	0	0	o
FUN_000979-T1	0	0	o
FUN_006294-T1	0	0	o
FUN_000143-T1	0	0	o
FUN_003890-T1	0	0	o
FUN_005821-T1	0	0	o
FUN_005871-T1	0	0	o
FUN_001415-T1	0	0	o
FUN_000535-T1	0	0	o
FUN_004551-T1	0	0	o
FUN_005591-T1	1	0	o77-101i
FUN_006223-T1	0	Y	n2-13c31/32o
FUN_003359-T1	0	0	o
FUN_002950-T1	0	0	o
FUN_000335-T1	1	0	o25-43i
FUN_005828-T1	0	0	o
FUN_003886-T1	0	0	o
FUN_005634-T1	0	0	o
FUN_001494-T1	0	0	o
FUN_006228-T1	0	0	o
FUN_006198-T1	0	0	o
FUN_001645-T1	12	0	i111-131o143-167i179-198o204-223i235-262o274-293i347-366o386-405i426-445o451-471i476-496o516-539i
FUN_003372-T1	0	0	o
FUN_002873-T1	1	0	i30-51o
FUN_005511-T1	3	0	i425-451o457-473i650-667o
FUN_004996-T1	0	0	o
FUN_002503-T1	0	0	o
FUN_002104-T1	0	Y	n15-22c30/31o
FUN_004624-T1	0	0	o
FUN_002472-T1	0	0	o
FUN_003653-T1	0	0	o
FUN_005208-T1	0	0	o
FUN_002238-T1	2	0	i35-66o86-110i
FUN_003387-T1	11	0	o34-55i67-85o120-141i153-173o193-209i229-249o255-279i286-307o313-333i342-360o389-410i
FUN_004557-T1	0	0	o
FUN_006486-T1	0	0	o
FUN_001203-T1	0	0	o
FUN_004932-T1	12	0	i61-80o100-121i133-152o158-180i192-215o227-247i296-319o339-357i364-384o390-411i423-444o456-475i
FUN_003905-T1	10	0	i136-156o162-185i197-218o230-251i322-342o362-384i391-411o431-453i465-485o497-515i
FUN_001337-T1	0	0	o
FUN_002324-T1	0	Y	n4-15c20/21o
FUN_004873-T1	7	0	o12-34i46-70o90-117i247-268o280-307i319-343o363-384i
FUN_005854-T1	0	0	o
FUN_000283-T1	0	0	o
FUN_006242-T1	0	0	o
FUN_001249-T1	1	0	i116-139o
FUN_001797-T1	0	0	o
FUN_001744-T1	2	0	i72-95o115-138i
FUN_005832-T1	0	0	o
FUN_005368-T1	0	0	o
FUN_005014-T1	0	0	o
FUN_005173-T1	0	Y	n19-30c35/36o
FUN_004712-T1	6	0	i29-52o58-81i167-191o211-232i275-295o310-333i
FUN_001426-T1	0	0	o
FUN_003422-T1	0	0	o
FUN_000468-T1	0	0	o
FUN_006404-T1	0	0	i
FUN_001232-T1	0	0	o
FUN_004555-T1	2	0	o12-31i52-72o
FUN_002130-T1	0	0	o
FUN_002840-T1	2	0	i530-550o556-574i
FUN_005109-T1	0	0	o
FUN_000729-T1	0	0	o
FUN_002328-T1	0	0	o
FUN_000121-T1	0	0	o
FUN_005292-T1	0	0	o
FUN_003750-T1	0	0	o
FUN_002448-T1	5	0	i226-248o268-288i339-358o364-385i488-507o
FUN_000154-T1	0	0	o
FUN_004332-T1	1	0	o35-57i
FUN_002544-T1	0	0	o
FUN_000617-T1	0	0	o
FUN_004439-T1	0	0	o
FUN_004080-T1	0	0	o
FUN_000446-T1	9	0	o269-287i476-496o524-546i1028-1048o1068-1090i1111-1135o1147-1164i1176-1199o1219-1238i
FUN_005059-T1	2	0	o376-395i415-435o
FUN_003614-T1	0	0	o
FUN_004674-T1	1	0	o19-37i
FUN_005862-T1	0	0	o
FUN_005372-T1	0	0	o
FUN_000504-T1	1	0	i392-410o
FUN_005838-T1	0	0	o
FUN_000834-T1	0	0	o
FUN_004489-T1	0	0	o
FUN_002432-T1	0	0	i
FUN_006226-T1	0	0	o
FUN_003982-T1	0	0	o
FUN_003707-T1	0	0	o
FUN_005118-T1	1	0	i183-203o
FUN_004766-T1	0	0	o
FUN_004485-T1	0	0	o
FUN_002016-T1	6	0	i27-47o67-91i121-143o155-176i196-215o221-241i
FUN_000241-T1	0	0	o
FUN_004197-T1	0	0	o
FUN_002481-T1	7	0	o117-137i149-175o195-211i249-266o364-383i404-427o447-463i
FUN_006302-T1	0	0	o
FUN_006381-T1	0	0	o
FUN_002718-T1	0	0	o
FUN_002906-T1	0	0	o
FUN_000472-T1	0	0	i
FUN_004018-T1	0	0	o
FUN_001082-T1	1	0	o104-127i
FUN_004999-T1	0	0	o
FUN_003300-T1	0	Y	n24-34c39/40o
FUN_006171-T1	0	0	o
FUN_003160-T1	0	0	o
FUN_005955-T1	0	0	o
FUN_003203-T1	0	0	o
FUN_003018-T1	2	0	i12-33o405-423i
FUN_002789-T1	0	Y	n2-13c20/21o
FUN_005639-T1	0	0	o
FUN_001093-T1	0	0	o
FUN_002346-T1	0	0	o
FUN_003326-T1	0	0	o
FUN_003965-T1	1	Y	n4-15c20/21o573-594i
FUN_005595-T1	0	0	o
FUN_000131-T1	0	0	o
FUN_000719-T1	1	0	o56-73i
FUN_003101-T1	0	0	o
FUN_000279-T1	2	0	o32-60i367-388o
FUN_006384-T1	0	0	o
FUN_001573-T1	5	Y	n4-15c33/34o43-65i86-105o125-146i167-188o208-228i
FUN_003575-T1	0	0	o
FUN_006264-T1	0	0	o
FUN_000603-T1	0	0	o
FUN_000761-T1	0	0	o
FUN_006427-T1	0	0	o
FUN_001898-T1	5	0	i16-43o63-89i109-128o140-159i180-197o
FUN_000913-T1	0	0	o
FUN_005898-T1	0	Y	n4-15c23/24o
FUN_005038-T1	0	0	o
FUN_004312-T1	0	0	o
FUN_006505-T1	10	0	i30-50o56-78i150-171o177-201i244-268o280-301i313-332o338-360i372-391o403-420i
FUN_005570-T1	0	Y	n2-13c21/22o
FUN_004225-T1	1	0	i105-127o
FUN_005342-T1	0	0	o
FUN_004697-T1	0	0	o
FUN_001823-T1	0	0	o
FUN_000946-T1	12	0	i34-55o75-97i104-123o129-151i163-183o195-214i255-273o293-317i324-343o349-370i382-401o421-440i
FUN_003299-T1	16	0	i39-58o78-99i111-133o160-182i249-269o289-310i405-437o457-476i496-524o530-548i925-947o1005-1028i1079-1098o1104-1123i1192-1210o1216-1236i
FUN_003789-T1	1	0	i216-236o
FUN_002386-T1	4	Y	n11-22c27/28o1137-1162i1174-1195o1201-1222i1234-1255o
FUN_003706-T1	1	0	i101-122o
FUN_002212-T1	0	0	o
FUN_003412-T1	0	0	o
FUN_004495-T1	0	0	o
FUN_003072-T1	0	Y	n4-12c21/22o
FUN_004132-T1	0	Y	n7-14c23/24o
FUN_001880-T1	11	0	o12-33i123-145o173-199i583-604o631-651i672-698o718-744i765-785o791-811i832-852o858-876i
FUN_002547-T1	0	0	o
FUN_004209-T1	0	0	o
FUN_004939-T1	0	0	o
FUN_000198-T1	0	0	o
FUN_000693-T1	0	0	o
FUN_003051-T1	0	0	o
FUN_001908-T1	0	0	o
FUN_003469-T1	0	Y	n2-11c16/17o
FUN_001511-T1	1	0	i110-127o
FUN_001557-T1	0	0	o
FUN_005134-T1	14	0	o20-40i319-337o357-375i387-405o425-441i453-471o491-513i520-538o568-586i602-620o632-650i662-682o702-725i800-818o
FUN_002010-T1	4	0	i127-146o236-257i269-289o295-316i
FUN_004532-T1	1	0	i39-58o
FUN_000848-T1	1	0	o17-34i
FUN_002302-T1	0	0	o
FUN_006337-T1	2	0	i238-263o275-300i
FUN_001393-T1	0	0	o
FUN_003637-T1	0	0	o
FUN_001766-T1	0	0	o
FUN_004814-T1	9	0	o6-28i48-66o78-98i124-144o164-188i200-224o230-252i536-556o576-601i
FUN_005953-T1	0	0	o
FUN_001683-T1	1	0	o31-60i
FUN_005093-T1	0	0	o
FUN_005519-T1	0	0	o
FUN_000161-T1	0	0	o
FUN_001792-T1	8	0	i201-220o232-250i271-291o303-321i459-481o501-522i854-877o883-905i
FUN_003307-T1	0	0	o
FUN_005136-T1	0	0	o
FUN_006072-T1	0	0	o
FUN_000961-T1	0	0	o
FUN_004804-T1	0	0	o
FUN_005189-T1	0	0	i
FUN_006030-T1	11	Y	n3-13c21/22o40-58i65-85o91-114i126-146o158-178i230-252o264-283i290-310o316-338i350-369o375-393i
FUN_005164-T1	0	Y	n5-16c20/21o
FUN_003826-T1	0	Y	n10-18c24/25o
FUN_004723-T1	1	0	o6-29i
FUN_005550-T1	0	0	o
FUN_003125-T1	0	0	o
FUN_001826-T1	0	0	o
FUN_000503-T1	1	0	o330-352i
FUN_000268-T1	0	0	o
FUN_000164-T1	0	0	o
FUN_004722-T1	0	Y	n6-14c22/23o
FUN_006090-T1	0	0	i
FUN_000933-T1	1	0	i82-101o
FUN_002746-T1	0	Y	n3-14c19/20o
FUN_001812-T1	0	0	o
FUN_004103-T1	0	0	o
FUN_005604-T1	0	0	o
FUN_006487-T1	0	0	o
FUN_003521-T1	0	0	o
FUN_004067-T1	0	0	o
FUN_004322-T1	10	0	i271-288o308-328i340-358o370-390i397-415o427-447i459-478o490-509i521-541o547-566i
FUN_006005-T1	0	0	o
FUN_005941-T1	0	0	o
FUN_005069-T1	0	0	o
FUN_002227-T1	0	0	o
FUN_002745-T1	0	0	o
FUN_004664-T1	0	0	o
FUN_000023-T1	0	0	o
FUN_001247-T1	13	Y	n11-19c24/25o64-89i131-149o161-181i188-208o220-242i299-318o330-348i368-393o405-424i436-454o460-483i495-519o570-595i
FUN_001477-T1	0	0	o
FUN_004156-T1	0	0	o
FUN_000062-T1	1	0	o273-293i
FUN_005933-T1	0	0	o
FUN_000450-T1	0	0	o
FUN_001521-T1	0	0	o
FUN_000519-T1	0	0	o
FUN_000976-T1	0	0	o
FUN_004751-T1	1	0	o586-605i
FUN_004279-T1	7	0	o6-25i46-64o70-89i96-122o128-147i154-180o186-209i
FUN_004090-T1	1	0	o242-267i
FUN_000737-T1	0	0	o
FUN_002732-T1	0	Y	n4-14c19/20o
FUN_003577-T1	0	0	o
FUN_002858-T1	0	0	o
FUN_003443-T1	12	0	i36-63o75-96i148-166o186-209i221-247o267-286i293-311o339-367i392-412o424-443i450-471o477-498i
FUN_006475-T1	1	0	o596-617i
FUN_003287-T1	0	0	o
FUN_001994-T1	0	0	o
FUN_005363-T1	0	0	o
FUN_006213-T1	0	0	o
FUN_004610-T1	0	Y	n8-18c25/26o
FUN_002085-T1	0	0	o
FUN_001201-T1	3	Y	n5-16c21/22o54-76i88-114o134-156i
FUN_003391-T1	0	0	o
FUN_003857-T1	0	0	o
FUN_001740-T1	0	0	o
FUN_000414-T1	0	0	o
FUN_000731-T1	0	0	o
FUN_002814-T1	0	0	o
FUN_002988-T1	0	0	o
FUN_002420-T1	0	0	o
FUN_006022-T1	0	0	o
FUN_000095-T1	0	0	o
FUN_002129-T1	0	0	o
FUN_006439-T1	0	0	o
FUN_006172-T1	0	0	o
FUN_005431-T1	1	0	o513-541i
FUN_001595-T1	0	0	o
FUN_001670-T1	0	0	o
FUN_002499-T1	0	0	o
FUN_002461-T1	0	0	o
FUN_003473-T1	0	0	o
FUN_004620-T1	9	0	i55-72o92-110i122-141o153-173i564-586o621-643i655-677o683-703i751-772o
FUN_005899-T1	1	0	o876-894i
FUN_002764-T1	0	0	o
FUN_003683-T1	8	0	i99-122o165-183i204-223o229-253i295-314o334-357i369-386o450-470i
FUN_005110-T1	6	0	o20-36i48-71o83-100i112-134o140-165i186-218o
FUN_004478-T1	12	0	i55-73o93-114i121-139o151-170i182-203o215-235i284-309o321-343i350-369o375-398i410-430o442-462i
FUN_001977-T1	9	Y	n10-21c25/26o91-109i144-164o184-216i228-249o261-281i288-309o315-332i359-379o391-413i
FUN_001263-T1	0	0	o
FUN_001472-T1	0	0	o
FUN_000382-T1	6	0	i21-40o46-66i78-95o101-123i144-164o170-192i
FUN_002375-T1	0	0	o
FUN_004856-T1	0	0	o
FUN_000842-T1	0	0	o
FUN_004737-T1	0	0	o
FUN_004967-T1	0	0	o
FUN_003471-T1	0	0	o
FUN_003774-T1	1	0	o1574-1601i
FUN_003933-T1	1	0	o30-53i
FUN_004975-T1	0	0	o
FUN_000849-T1	0	0	o
FUN_003303-T1	0	0	o
FUN_002467-T1	0	0	o
FUN_001362-T1	0	0	o
FUN_003178-T1	0	0	o
FUN_003199-T1	0	Y	n9-18c26/27o
FUN_000247-T1	0	Y	n4-15c20/21o
FUN_002843-T1	0	0	o
FUN_000530-T1	0	0	o
FUN_003690-T1	0	0	o
FUN_004871-T1	0	0	o
FUN_004129-T1	0	0	o
FUN_000741-T1	0	0	o
FUN_002398-T1	0	0	o
FUN_004724-T1	0	Y	n4-15c20/21o
FUN_005171-T1	0	0	o
FUN_006449-T1	0	0	o
FUN_005808-T1	0	0	o
FUN_003296-T1	0	0	o
FUN_002739-T1	0	0	o
FUN_002919-T1	0	0	o
FUN_000632-T1	0	0	o
FUN_006407-T1	2	0	i185-205o217-237i
FUN_001223-T1	0	0	o
FUN_002120-T1	0	0	o
FUN_002970-T1	0	0	o
FUN_002137-T1	0	0	o
FUN_000479-T1	0	0	o
FUN_001017-T1	0	0	o
FUN_002806-T1	0	0	o
FUN_005633-T1	1	0	i67-86o
FUN_000055-T1	0	0	o
FUN_000873-T1	0	0	o
FUN_001019-T1	12	0	o5308-5326i5375-5395o5401-5425i5437-5456o5462-5482i5502-5523o5535-5553i5574-5593o5613-5631i5638-5658o5670-5691i5778-5800o
FUN_004785-T1	0	0	o
FUN_005505-T1	0	0	o
FUN_003592-T1	0	0	o
FUN_001515-T1	2	0	i34-53o343-362i
FUN_000558-T1	0	0	o
FUN_004188-T1	4	0	i12-30o94-116i123-149o169-192i
FUN_003563-T1	0	0	o
FUN_000541-T1	2	0	o201-219i226-247o
FUN_005974-T1	0	0	o
FUN_003006-T1	0	0	o
FUN_002796-T1	0	0	o
FUN_002528-T1	0	0	o
FUN_001276-T1	7	0	o33-54i61-82o94-117i137-160o184-210i222-242o257-277i
FUN_005133-T1	9	0	i160-178o193-220i227-250o270-287i313-336o411-434i455-477o505-528i535-555o
FUN_006135-T1	6	0	i282-301o406-424i436-458o470-489i532-549o555-576i
FUN_006534-T1	0	0	o
FUN_002587-T1	0	0	o
FUN_001028-T1	0	0	o
FUN_000098-T1	0	0	o
FUN_006338-T1	0	0	o
FUN_003835-T1	0	0	o
FUN_003915-T1	0	0	o
FUN_004898-T1	0	0	o
FUN_002351-T1	0	0	o
FUN_004441-T1	17	0	o84-104i111-132o144-163i175-192o204-226i273-292o304-324i384-402o422-440i461-480o500-520i527-543o549-571i583-602o614-631i643-662o674-690i
FUN_005720-T1	0	0	o
FUN_005853-T1	1	0	o1361-1383i
FUN_002077-T1	0	0	o
FUN_003480-T1	0	0	o
FUN_000099-T1	0	0	o
FUN_001143-T1	1	0	o246-265i
FUN_000803-T1	0	0	o
FUN_000124-T1	2	0	i167-189o209-231i
FUN_006068-T1	0	Y	n6-14c19/20o
FUN_001196-T1	0	0	o
FUN_000082-T1	0	0	o
FUN_000822-T1	0	0	o
FUN_002672-T1	0	0	o
FUN_006494-T1	0	0	o
FUN_002205-T1	2	0	i97-115o127-145i
FUN_003426-T1	6	0	i7-24o30-48i68-91o103-123i291-314o326-343i
FUN_000740-T1	0	0	o
FUN_004017-T1	0	Y	n6-16c23/24o
FUN_006323-T1	0	0	o
FUN_001360-T1	0	0	o
FUN_003525-T1	0	0	o
FUN_000075-T1	0	0	o
FUN_001559-T1	0	0	o
FUN_004922-T1	0	0	o
FUN_003122-T1	0	0	o
FUN_000094-T1	0	0	o
FUN_000057-T1	0	0	o
FUN_003030-T1	11	0	i116-134o163-181i202-222o228-245i252-271o286-319i340-361o665-683i703-722o734-758i779-799o
FUN_003856-T1	0	0	o
FUN_005861-T1	10	0	i83-105o111-130i316-340o346-371i814-835o851-871i892-918o938-960i989-1008o1020-1041i
FUN_001126-T1	10	0	i12-30o68-88i95-114o120-139i146-165o171-192i325-346o358-382i394-411o431-449i
FUN_003163-T1	0	0	o
FUN_004754-T1	0	0	o
FUN_005542-T1	0	0	o
FUN_004637-T1	1	0	o20-37i
FUN_001565-T1	0	0	o
FUN_004022-T1	0	0	o
FUN_004193-T1	0	0	o
FUN_001654-T1	0	0	o
FUN_001916-T1	0	0	o
FUN_005886-T1	0	0	o
FUN_001421-T1	0	0	o
FUN_003025-T1	0	0	o
FUN_003009-T1	0	0	o
FUN_001049-T1	5	Y	n16-23c41/42o160-179i227-245o251-269i281-298o304-323i
FUN_001372-T1	9	0	i26-51o88-115i127-152o158-177i189-209o221-241i253-277o283-310i322-346o
FUN_003830-T1	0	0	o
FUN_003241-T1	0	0	o
FUN_002045-T1	0	Y	n10-18c27/28o
FUN_005078-T1	0	0	o
FUN_003313-T1	1	0	i136-156o
FUN_000338-T1	7	0	o26-54i75-100o120-145i157-180o236-261i316-336o356-379i
FUN_001260-T1	0	0	o
FUN_001189-T1	0	0	o
FUN_003351-T1	2	0	i179-203o215-235i
FUN_003731-T1	0	0	o
FUN_001832-T1	1	0	i365-385o
FUN_002498-T1	0	0	o
FUN_001323-T1	0	0	o
FUN_002160-T1	0	0	o
FUN_005584-T1	1	0	i61-79o
FUN_004616-T1	0	0	o
FUN_001539-T1	1	0	o1090-1106i
FUN_004415-T1	0	0	o
FUN_002203-T1	0	0	o
FUN_003649-T1	1	0	i220-238o
FUN_003252-T1	0	0	o
FUN_002179-T1	2	Y	n4-11c19/20o215-232i373-391o
FUN_003298-T1	0	0	o
FUN_001935-T1	0	0	o
FUN_003767-T1	0	0	o
FUN_000166-T1	0	0	o
FUN_001413-T1	1	Y	n7-18c23/24o283-308i
FUN_002186-T1	0	0	o
FUN_004923-T1	0	0	o
FUN_003202-T1	0	0	o
FUN_001624-T1	0	0	o
FUN_006096-T1	0	0	o
FUN_004226-T1	2	0	i42-62o68-85i
FUN_001456-T1	0	0	o
FUN_004600-T1	1	0	i510-533o
FUN_000901-T1	1	0	o6-26i
FUN_005169-T1	0	0	o
FUN_003687-T1	4	0	i21-42o54-75i87-110o147-171i
FUN_006188-T1	0	0	o
FUN_003738-T1	0	0	o
FUN_003678-T1	0	0	o
FUN_001741-T1	0	0	o
FUN_004688-T1	1	Y	n2-13c18/19o318-337i
FUN_000654-T1	0	0	o
FUN_002067-T1	1	0	i325-346o
FUN_006174-T1	1	0	i92-113o
FUN_001701-T1	0	0	o
FUN_004753-T1	0	0	o
FUN_005686-T1	0	0	o
FUN_004844-T1	13	0	i506-528o543-564i585-607o619-637i649-669o756-775i1191-1210o1222-1240i1261-1292o1304-1324i1331-1351o1371-1388i1455-1476o
FUN_000464-T1	0	0	o
FUN_000762-T1	1	0	i120-139o
FUN_006263-T1	2	0	o2059-2079i2086-2104o
FUN_002714-T1	0	0	o
FUN_005328-T1	0	0	o
FUN_005845-T1	0	0	o
FUN_003378-T1	0	0	o
FUN_005703-T1	0	0	o
FUN_006033-T1	0	0	o
FUN_005514-T1	1	0	i169-190o
FUN_005176-T1	0	0	o
FUN_005454-T1	0	0	o
FUN_002532-T1	0	Y	n2-9c14/15o
FUN_003333-T1	0	0	o
FUN_000457-T1	0	0	o
FUN_001135-T1	0	0	o
FUN_005077-T1	0	0	o
FUN_005139-T1	0	0	o
FUN_000776-T1	0	0	o
FUN_002266-T1	0	Y	n8-18c23/24o
FUN_000625-T1	0	0	o
FUN_005031-T1	0	0	o
FUN_005453-T1	4	0	i12-33o39-71i83-110o157-179i
FUN_004961-T1	11	0	o262-287i294-313o368-388i397-417o463-485i497-521o545-567i598-622o628-647i668-690o696-718i
FUN_004095-T1	1	0	i211-233o
FUN_002878-T1	2	0	i154-172o178-196i
FUN_003654-T1	0	0	o
FUN_005792-T1	0	0	o
FUN_003108-T1	0	Y	n7-20c28/29o
FUN_005416-T1	0	0	o
FUN_002453-T1	0	0	o
FUN_002698-T1	0	0	o
FUN_004168-T1	0	0	o
FUN_005510-T1	0	Y	n2-13c18/19o
FUN_004867-T1	0	0	o
FUN_000645-T1	0	0	o
FUN_001404-T1	0	0	o
FUN_003590-T1	0	0	o
FUN_002345-T1	0	0	i
FUN_003276-T1	0	0	o
FUN_005341-T1	0	0	o
FUN_001410-T1	0	0	o
FUN_002671-T1	0	0	o
FUN_001222-T1	0	0	o
FUN_005222-T1	0	0	o
FUN_002892-T1	1	0	o12-31i
FUN_002331-T1	2	0	o609-626i1003-1022o
FUN_001141-T1	0	0	o
FUN_006078-T1	0	0	i
FUN_005309-T1	0	0	o
FUN_000717-T1	4	0	i20-40o60-86i98-123o135-160i
FUN_000718-T1	0	0	o
FUN_001760-T1	7	0	o431-456i477-493o554-575i587-609o648-667i737-759o779-808i
FUN_004311-T1	0	0	o
FUN_001446-T1	0	0	o
FUN_004643-T1	0	0	o
FUN_005303-T1	6	0	i175-196o372-389i436-457o469-487i499-521o527-544i
FUN_001628-T1	0	0	o
FUN_001495-T1	0	0	o
FUN_003406-T1	0	0	o
FUN_004115-T1	0	0	o
FUN_002237-T1	1	0	i72-91o
FUN_004573-T1	2	0	i52-70o799-818i
FUN_003817-T1	7	0	o12-33i40-61o67-89i110-133o153-176i197-216o228-249i
FUN_004110-T1	0	0	o
FUN_002403-T1	0	0	o
