ID	TM	SP	Prediction
FUN_003707-T1	4	0	i388-416o436-455i462-481o487-508i
FUN_005118-T1	1	0	o515-535i
FUN_004766-T1	0	0	o
FUN_004485-T1	0	0	o
FUN_002016-T1	0	0	o
FUN_000241-T1	1	0	i79-98o
FUN_004197-T1	0	0	o
FUN_002481-T1	0	0	o
FUN_006381-T1	0	0	o
FUN_002718-T1	0	0	o
FUN_002906-T1	0	0	o
FUN_000472-T1	0	0	o
FUN_004018-T1	0	0	o
FUN_001082-T1	0	0	o
FUN_004999-T1	0	0	o
FUN_003300-T1	1	0	o756-773i
FUN_006171-T1	1	0	o60-79i
FUN_003160-T1	11	Y	n3-13c18/19o96-119i207-230o242-262i269-290o302-324i383-404o410-431i496-517o523-543i555-572o592-619i
FUN_005955-T1	0	0	o
FUN_003203-T1	0	0	o
FUN_003018-T1	12	0	i49-65o85-104i116-135o147-168i177-198o210-232i281-304o324-341i348-369o375-396i408-428o440-460i
FUN_002789-T1	0	0	o
FUN_005639-T1	2	0	i373-393o405-426i
FUN_001093-T1	0	0	o
FUN_002346-T1	0	0	o
FUN_003326-T1	1	0	i117-138o
FUN_003965-T1	0	Y	n7-20c25/26o
FUN_005595-T1	2	0	i238-258o264-283i
FUN_000131-T1	0	0	o
FUN_000719-T1	0	0	o
FUN_003101-T1	0	0	o
FUN_000279-T1	0	0	o
FUN_006384-T1	1	Y	n5-18c22/23o227-245i
FUN_001573-T1	2	0	o57-80i92-115o
FUN_003575-T1	0	0	o
FUN_006264-T1	0	0	o
FUN_000603-T1	0	0	o
FUN_000761-T1	1	0	o541-560i
FUN_006427-T1	0	0	o
FUN_001898-T1	0	0	o
FUN_000913-T1	1	Y	n18-29c33/34o318-342i
FUN_005898-T1	2	0	i115-133o153-173i
FUN_005038-T1	0	0	o
FUN_004312-T1	0	0	o
FUN_005570-T1	0	Y	n12-23c28/29o
FUN_004225-T1	0	0	o
FUN_005342-T1	0	0	o
FUN_004697-T1	0	Y	n4-15c23/24o
FUN_001823-T1	0	0	o
FUN_000946-T1	0	Y	n2-10c15/16o
FUN_003299-T1	9	0	o12-36i62-83o89-109i116-135o164-182i271-293o313-335i347-368o374-398i
FUN_003789-T1	0	0	o
FUN_002386-T1	0	0	o
FUN_003706-T1	0	0	o
FUN_002212-T1	0	0	o
FUN_003412-T1	0	0	o
FUN_004495-T1	9	0	o6-29i36-54o66-86i111-135o147-167i179-198o204-225i237-258o264-285i
FUN_004132-T1	0	0	o
FUN_001880-T1	0	0	o
FUN_002547-T1	0	0	o
FUN_004209-T1	0	0	o
FUN_004939-T1	0	0	o
FUN_000198-T1	0	0	o
FUN_000693-T1	0	0	o
FUN_006554-T1	0	0	i
FUN_001908-T1	12	0	i76-99o105-124i145-167o187-206i218-239o251-272i284-307o343-367i379-401o407-429i450-476o488-508i
FUN_003469-T1	0	0	o
FUN_001511-T1	9	0	i12-29o100-117i129-148o154-173i185-212o283-301i308-323o329-348i360-380o
FUN_001557-T1	0	0	o
FUN_005134-T1	10	0	i66-85o105-124i136-160o172-191i198-222o242-265i277-299o311-334i346-367o373-395i
FUN_002010-T1	0	0	o
FUN_004532-T1	0	Y	n4-14c19/20o
FUN_000848-T1	0	0	o
FUN_002302-T1	0	Y	n6-17c22/23o
FUN_006337-T1	0	0	o
FUN_001393-T1	0	0	o
FUN_003637-T1	0	0	o
FUN_001766-T1	1	0	o12-31i
FUN_004814-T1	0	0	o
FUN_005953-T1	0	0	o
FUN_001683-T1	0	0	o
FUN_005093-T1	0	0	o
FUN_005519-T1	1	Y	n12-23c27/28o188-209i
FUN_000161-T1	0	0	o
FUN_001792-T1	0	0	o
FUN_003307-T1	0	0	o
FUN_005136-T1	0	0	o
FUN_006072-T1	0	0	o
FUN_000961-T1	0	0	i
FUN_004804-T1	0	0	o
FUN_005189-T1	0	0	o
FUN_006030-T1	0	0	o
FUN_005164-T1	0	0	o
FUN_003826-T1	0	0	o
FUN_004723-T1	0	0	o
FUN_005550-T1	0	0	o
FUN_003125-T1	0	0	o
FUN_001826-T1	0	0	o
FUN_000503-T1	2	Y	n10-20c24/25o204-226i274-294o
FUN_000268-T1	10	0	i130-147o153-172i507-529o556-578i1180-1202o1208-1229i1259-1281o1293-1316i1323-1346o1366-1386i
FUN_000164-T1	0	0	o
FUN_006667-T1	0	0	o
FUN_004722-T1	0	0	o
FUN_005788-T1	0	0	o
FUN_006090-T1	0	0	o
FUN_000933-T1	0	0	o
FUN_002746-T1	0	0	o
FUN_001812-T1	0	0	o
FUN_004103-T1	1	0	i32-52o
FUN_005604-T1	0	0	o
FUN_003521-T1	0	0	o
FUN_006572-T1	0	0	o
FUN_004067-T1	0	0	o
FUN_004322-T1	3	0	i30-49o55-72i93-112o
FUN_006005-T1	8	0	i183-203o265-283i295-313o333-355i399-421o475-491i512-530o536-556i
FUN_005941-T1	0	0	o
FUN_005069-T1	0	0	o
FUN_002227-T1	0	0	o
FUN_002745-T1	15	0	i420-441o461-483i503-523o529-551i590-612o641-666i1262-1280o1312-1333i1418-1447o1518-1540i1552-1574o1594-1616i1623-1647o1701-1727i1748-1769o
FUN_004664-T1	0	Y	n4-14c19/20o
FUN_000023-T1	0	0	o
FUN_001247-T1	0	0	o
FUN_001477-T1	0	0	o
FUN_004156-T1	1	0	i54-74o
FUN_000062-T1	0	0	o
FUN_005827-T1	0	0	o
FUN_005933-T1	0	0	o
FUN_000450-T1	0	0	o
FUN_001521-T1	0	0	o
FUN_000519-T1	0	0	o
FUN_000976-T1	0	0	o
FUN_006633-T1	0	0	o
FUN_004751-T1	0	0	o
FUN_004279-T1	1	0	o461-478i
FUN_004090-T1	1	0	i34-51o
FUN_000737-T1	0	0	o
FUN_002732-T1	0	0	o
FUN_003577-T1	0	0	o
FUN_002858-T1	0	0	o
FUN_003443-T1	0	0	o
FUN_006475-T1	0	0	o
FUN_003287-T1	0	0	o
FUN_001994-T1	0	0	o
FUN_005363-T1	1	0	o353-378i
FUN_006213-T1	0	0	o
FUN_004610-T1	0	Y	n4-15c23/24o
FUN_002085-T1	0	Y	n5-24c29/30o
FUN_001201-T1	2	0	o726-746i817-836o
FUN_003391-T1	0	0	o
FUN_003857-T1	0	0	o
FUN_001740-T1	0	0	o
FUN_000414-T1	0	0	o
FUN_000731-T1	0	Y	n10-21c26/27o
FUN_002814-T1	0	0	o
FUN_002988-T1	0	0	o
FUN_002420-T1	0	0	o
FUN_006022-T1	1	Y	n6-19c24/25o682-706i
FUN_000095-T1	0	0	o
FUN_002129-T1	3	0	o48-69i90-109o140-164i
FUN_006439-T1	0	0	o
FUN_006172-T1	0	0	o
FUN_005431-T1	0	0	o
FUN_001595-T1	0	0	o
FUN_001670-T1	0	0	o
FUN_002499-T1	0	0	o
FUN_002461-T1	0	0	o
FUN_003473-T1	2	0	o711-743i763-788o
FUN_004620-T1	0	Y	n4-15c23/24o
FUN_005899-T1	0	0	o
FUN_002764-T1	0	0	o
FUN_003683-T1	0	Y	n2-12c20/21o
FUN_005110-T1	0	0	o
FUN_004478-T1	0	0	o
FUN_001977-T1	0	0	o
FUN_001263-T1	1	0	i429-456o
FUN_001472-T1	0	0	i
FUN_000382-T1	0	0	o
FUN_002375-T1	0	0	o
FUN_004856-T1	0	0	o
FUN_000842-T1	0	0	o
FUN_004737-T1	0	0	o
FUN_004967-T1	0	0	o
FUN_003471-T1	0	0	o
FUN_003774-T1	0	0	o
FUN_003933-T1	0	0	o
FUN_004975-T1	0	0	o
FUN_000849-T1	0	0	o
FUN_003303-T1	0	0	o
FUN_002467-T1	0	Y	n2-13c21/22o
FUN_001362-T1	0	0	o
FUN_003178-T1	0	0	o
FUN_003199-T1	0	0	o
FUN_000247-T1	0	0	o
FUN_002843-T1	0	0	o
FUN_000530-T1	0	0	o
FUN_003690-T1	0	0	o
FUN_004871-T1	0	Y	n20-31c36/37o
FUN_004129-T1	0	0	o
FUN_000741-T1	0	0	o
FUN_002398-T1	0	0	o
FUN_003648-T1	4	0	i56-73o93-111i123-142o154-174i
FUN_004724-T1	2	0	o242-266i679-697o
FUN_005171-T1	0	0	o
FUN_006449-T1	4	0	o55-73i94-113o360-382i394-414o
FUN_005808-T1	1	0	o283-301i
FUN_003296-T1	1	0	i103-122o
FUN_004116-T1	0	0	o
FUN_002739-T1	0	0	o
FUN_002919-T1	0	0	o
FUN_000632-T1	0	0	o
FUN_006407-T1	0	Y	n8-19c26/27o
FUN_001223-T1	0	0	i
FUN_002120-T1	0	0	o
FUN_002970-T1	0	0	o
FUN_002137-T1	0	0	o
FUN_000479-T1	0	0	o
FUN_001017-T1	3	0	o12-32i65-87o107-129i
FUN_002806-T1	0	0	o
FUN_005633-T1	12	0	i61-78o105-129i136-155o167-187i199-220o232-252i307-332o344-362i369-387o393-415i427-449o469-487i
FUN_000055-T1	0	0	o
FUN_000873-T1	1	0	i167-189o
FUN_001019-T1	0	0	o
FUN_004785-T1	3	0	i7-32o55-79i91-117o
FUN_005505-T1	1	0	i9-27o
FUN_003592-T1	0	0	o
FUN_001515-T1	0	0	o
FUN_000558-T1	0	0	o
FUN_004188-T1	0	0	o
FUN_003563-T1	1	Y	n2-13c18/19o539-561i
FUN_000541-T1	0	0	o
FUN_005974-T1	1	0	i245-266o
FUN_003006-T1	15	0	i64-83o89-109i130-151o157-180i192-209o229-251i284-310o322-339i359-381o401-419i426-442o454-472i484-507o527-543i563-582o
FUN_002796-T1	0	0	i
FUN_002528-T1	0	0	o
FUN_006542-T1	0	0	o
FUN_001276-T1	0	0	o
FUN_005133-T1	0	Y	n10-17c22/23o
FUN_006135-T1	0	0	o
FUN_006534-T1	0	0	o
FUN_002587-T1	0	0	o
FUN_001028-T1	0	0	o
FUN_000098-T1	0	0	o
FUN_006338-T1	0	0	o
FUN_003835-T1	0	0	o
FUN_003915-T1	0	0	o
FUN_004898-T1	0	0	o
FUN_002351-T1	0	0	o
FUN_004441-T1	0	0	o
FUN_005720-T1	0	Y	n6-16c24/25o
FUN_005853-T1	3	0	o427-445i523-545o551-571i
FUN_002077-T1	0	0	o
FUN_003480-T1	0	0	o
FUN_000099-T1	0	0	o
FUN_001143-T1	0	0	o
FUN_000803-T1	0	0	o
FUN_000124-T1	0	0	o
FUN_006068-T1	3	0	o15-33i45-64o70-90i
FUN_001196-T1	4	0	i54-75o81-104i116-135o147-165i
FUN_000082-T1	0	0	o
FUN_000822-T1	0	Y	n6-14c22/23o
FUN_002672-T1	0	0	o
FUN_006494-T1	1	0	o968-991i
FUN_002205-T1	0	0	o
FUN_003426-T1	0	0	o
FUN_000740-T1	0	0	o
FUN_004017-T1	0	0	o
FUN_006323-T1	0	0	o
FUN_001360-T1	0	0	o
FUN_003525-T1	3	Y	n19-30c37/38o182-205i217-237o257-277i
FUN_000075-T1	0	0	o
FUN_001559-T1	7	Y	n22-33c38/39o210-229i241-261o287-307i314-331o337-356i361-379o412-433i
FUN_004922-T1	0	0	o
FUN_003122-T1	0	0	o
FUN_000094-T1	4	0	i25-50o76-97i109-126o132-150i
FUN_000057-T1	6	0	i20-44o87-109i121-144o156-179i191-208o249-272i
FUN_003030-T1	1	0	o176-197i
FUN_003856-T1	10	0	i231-249o255-274i502-523o529-550i1036-1056o1062-1084i1114-1134o1140-1161i1168-1188o1220-1238i
FUN_005861-T1	0	0	o
FUN_001126-T1	0	0	o
FUN_003163-T1	0	0	o
FUN_004754-T1	0	0	o
FUN_005542-T1	0	0	o
FUN_004637-T1	0	0	o
FUN_001565-T1	1	0	o97-117i
FUN_004022-T1	0	0	o
FUN_006643-T1	0	0	o
FUN_004193-T1	0	0	o
FUN_001654-T1	0	0	o
FUN_001916-T1	0	Y	n5-16c25/26o
FUN_005886-T1	1	0	i65-80o
FUN_001421-T1	0	0	o
FUN_003025-T1	0	0	o
FUN_003009-T1	7	0	i227-249o255-274i281-300o320-338i343-361o367-386i426-445o
FUN_001049-T1	0	0	o
FUN_001372-T1	2	0	o269-287i308-326o
FUN_003830-T1	0	0	o
FUN_003241-T1	0	0	o
FUN_002045-T1	0	0	o
FUN_005078-T1	0	0	o
FUN_003313-T1	1	0	i223-240o
FUN_000338-T1	0	0	o
FUN_001189-T1	0	0	o
FUN_003351-T1	0	0	o
FUN_003731-T1	1	0	i21-42o
FUN_001832-T1	0	0	o
FUN_002498-T1	0	0	o
FUN_001323-T1	0	0	o
FUN_002160-T1	1	0	i102-119o
FUN_005584-T1	0	Y	n5-16c23/24o
FUN_006063-T1	0	0	o
FUN_004616-T1	0	0	o
FUN_001539-T1	0	0	o
FUN_004415-T1	0	0	o
FUN_002203-T1	1	0	i66-85o
FUN_003649-T1	0	0	o
FUN_003252-T1	0	Y	n2-13c18/19o
FUN_002179-T1	0	0	o
FUN_003298-T1	0	0	o
FUN_001935-T1	0	0	o
FUN_003767-T1	0	0	o
FUN_000166-T1	1	0	i176-199o
FUN_001413-T1	1	Y	n3-10c15/16o450-468i
FUN_002186-T1	0	0	o
FUN_004923-T1	0	0	o
FUN_003202-T1	8	0	i228-247o259-281i348-370o382-406i413-435o441-460i481-500o512-531i
FUN_006608-T1	0	Y	n3-14c19/20o
FUN_001624-T1	0	0	o
FUN_006096-T1	0	0	o
FUN_004226-T1	2	0	i7-29o41-60i
FUN_001456-T1	0	0	o
FUN_004600-T1	1	Y	n7-15c20/21o280-298i
FUN_000901-T1	13	Y	n2-13c18/19o258-279i475-492o750-775i837-862o868-888i955-985o1039-1056i1315-1332o1338-1354i1361-1381o1393-1415i1436-1463o1475-1498i
FUN_005169-T1	0	0	o
FUN_003687-T1	5	0	o133-151i158-177o189-209i216-235o247-267i
FUN_006188-T1	0	0	o
FUN_003738-T1	7	0	o93-111i171-190o276-297i318-335o355-375i577-597o609-630i
FUN_003678-T1	1	0	i151-174o
FUN_001741-T1	0	0	o
FUN_004688-T1	0	0	o
FUN_000654-T1	0	0	o
FUN_002067-T1	0	0	o
FUN_006174-T1	0	0	o
FUN_001701-T1	0	0	o
FUN_004753-T1	2	0	o1084-1104i1125-1144o
FUN_005686-T1	0	0	o
FUN_006663-T1	0	0	o
FUN_004844-T1	1	0	o259-283i
FUN_000464-T1	1	0	o86-109i
FUN_000762-T1	0	0	o
FUN_006263-T1	0	0	o
FUN_002714-T1	1	Y	n5-16c21/22o130-149i
FUN_005328-T1	0	0	o
FUN_005845-T1	2	0	o1303-1323i1344-1360o
FUN_003378-T1	0	0	o
FUN_005703-T1	1	0	o74-97i
FUN_006033-T1	0	0	o
FUN_005514-T1	0	0	o
FUN_005176-T1	3	0	o6-29i36-56o68-87i
FUN_005454-T1	1	0	o549-569i
FUN_002532-T1	1	0	o117-135i
FUN_003333-T1	7	0	o17-42i54-78o98-118i130-152o172-195i207-229o241-262i
FUN_000457-T1	1	0	i222-240o
FUN_001135-T1	0	0	o
FUN_005077-T1	0	0	o
FUN_005139-T1	0	0	o
FUN_000776-T1	0	0	o
FUN_002266-T1	0	0	o
FUN_005031-T1	0	0	o
FUN_005453-T1	0	0	o
FUN_006591-T1	9	0	o66-87i99-116o128-146i155-173o185-205i217-236o248-272i279-299o305-324i
FUN_004961-T1	0	Y	n2-13c21/22o
FUN_004095-T1	0	0	o
FUN_002878-T1	15	0	i230-250o256-280i311-336o342-363i407-432o444-464i476-501o556-577i609-629o635-656i668-691o711-728i780-799o821-843i855-880o
FUN_003654-T1	0	0	o
FUN_005792-T1	1	0	o278-295i
FUN_003108-T1	2	0	i34-51o71-93i
FUN_005416-T1	0	Y	n9-17c23/24o
FUN_002453-T1	0	0	o
FUN_002698-T1	0	0	o
FUN_004168-T1	0	0	o
FUN_005510-T1	0	0	o
FUN_004867-T1	0	0	o
FUN_000645-T1	0	0	o
FUN_001404-T1	0	0	o
FUN_003590-T1	0	0	o
FUN_002345-T1	1	Y	n6-17c21/22o337-361i
FUN_003276-T1	0	0	o
FUN_005341-T1	11	0	o52-70i141-159o179-197i217-233o245-262i269-286o314-332i373-395o407-429i450-469o475-497i
FUN_001410-T1	1	Y	n4-15c21/22o477-494i
FUN_002671-T1	0	0	o
FUN_001222-T1	0	0	o
FUN_005222-T1	0	0	o
FUN_002892-T1	0	0	o
FUN_002331-T1	8	0	i461-480o500-527i804-827o833-856i877-900o935-953i965-992o1039-1062i
FUN_001141-T1	0	0	o
FUN_006078-T1	0	0	o
FUN_005309-T1	0	0	o
FUN_000717-T1	0	0	o
FUN_000718-T1	0	0	o
FUN_001760-T1	14	0	i48-68o88-108i115-134o140-160i172-194o206-227i247-266o278-298i319-339o359-378i385-406o412-433i440-464o535-554i
FUN_001446-T1	0	0	o
FUN_004643-T1	0	0	o
FUN_005303-T1	0	0	o
FUN_001628-T1	0	Y	n8-16c23/24o
FUN_001495-T1	0	0	o
FUN_003406-T1	0	0	o
FUN_004115-T1	0	Y	n5-16c21/22o
FUN_002237-T1	0	0	o
FUN_004573-T1	0	0	o
FUN_003817-T1	1	0	i114-134o
FUN_004110-T1	12	0	i450-470o476-497i517-547o559-581i593-610o698-717i1078-1096o1102-1123i1143-1170o1218-1235i1247-1267o1335-1360i
FUN_002403-T1	0	0	o
FUN_001467-T1	0	0	o
FUN_002253-T1	0	0	o
FUN_005273-T1	0	0	i
FUN_002990-T1	0	0	o
FUN_004141-T1	0	0	o
FUN_002343-T1	1	0	o29-47i
FUN_003022-T1	0	0	o
FUN_004819-T1	0	0	o
FUN_002051-T1	0	0	o
FUN_003102-T1	7	0	o12-29i41-60o66-84i96-119o131-149i156-182o188-211i
FUN_005081-T1	10	0	i85-104o119-141i148-167o225-244i293-318o330-353i374-396o402-421i433-456o468-488i
FUN_001678-T1	0	0	o
FUN_005167-T1	0	0	o
FUN_005626-T1	1	0	i96-115o
