Protein_ID,Localizations,Signals,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome
FUN_000011-T1,Nucleus,Nuclear localization signal,0.10930000245571136,0.9146999716758728,0.09000000357627869,0.004999999888241291,0.13600000739097595,0.004699999932199717,0.029600000008940697,0.01640000008046627,0.024299999698996544,0.00279999990016222
FUN_000012-T1,Cytoplasm|Nucleus,Nuclear localization signal,0.5550000071525574,0.8112000226974487,0.10379999876022339,0.02930000051856041,0.22179999947547913,0.02539999969303608,0.08089999854564667,0.04690000042319298,0.027000000700354576,0.0032999999821186066
FUN_000013-T1,Cytoplasm,,0.6862999796867371,0.3481999933719635,0.08529999852180481,0.053199999034404755,0.4077000021934509,0.008899999782443047,0.3109000027179718,0.21799999475479126,0.5045999884605408,0.09539999812841415
FUN_000014-T1,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.24300000071525574,0.21729999780654907,0.04529999941587448,0.2087000012397766,0.365200012922287,0.05180000141263008,0.6841999888420105,0.47609999775886536,0.42410001158714294,0.07500000298023224
FUN_000015-T1,Nucleus,Nuclear localization signal,0.31929999589920044,0.8774999976158142,0.054499998688697815,0.01510000042617321,0.04899999871850014,0.019700000062584877,0.05139999836683273,0.004399999976158142,0.1200999990105629,0.00430000014603138
FUN_000016-T1,Cytoplasm,,0.6394000053405762,0.45329999923706055,0.12960000336170197,0.15600000321865082,0.2750000059604645,0.013000000268220901,0.1582999974489212,0.18060000240802765,0.14800000190734863,0.00989999994635582
FUN_000017-T1,Cytoplasm,,0.6193000078201294,0.41429999470710754,0.10819999873638153,0.1890999972820282,0.3982999920845032,0.025699999183416367,0.23330000042915344,0.012900000438094139,0.14890000224113464,0.041200000792741776
FUN_000018-T1,Nucleus,Nuclear localization signal,0.3824999928474426,0.9210000038146973,0.016200000420212746,0.028599999845027924,0.17180000245571136,0.003100000089034438,0.08049999922513962,0.021800000220537186,0.03759999945759773,0.0010999999940395355
FUN_000019-T1,Nucleus,Nuclear localization signal,0.37450000643730164,0.9240000247955322,0.032999999821186066,0.020400000736117363,0.14239999651908875,0.0038999998942017555,0.04600000008940697,0.04769999906420708,0.03660000115633011,0.017799999564886093
FUN_000020-T1,Mitochondrion,Transmembrane domain|Mitochondrial transit peptide,0.11110000312328339,0.1274999976158142,0.010300000198185444,0.05480000004172325,0.9147999882698059,0.053599998354911804,0.09149999916553497,0.1014999970793724,0.03779999911785126,0.16689999401569366
FUN_000021-T1,Mitochondrion,Mitochondrial transit peptide,0.08209999650716782,0.12370000034570694,0.040800001472234726,0.14740000665187836,0.9552000164985657,0.03350000083446503,0.03180000185966492,0.05660000070929527,0.06360000371932983,0.012600000016391277
FUN_000022-T1,Nucleus,Nuclear localization signal,0.39730000495910645,0.8804000020027161,0.0203000009059906,0.020999999716877937,0.10980000346899033,0.019300000742077827,0.013500000350177288,0.012799999676644802,0.01549999974668026,0.005799999926239252
FUN_000023-T1,Nucleus,Nuclear localization signal,0.21629999577999115,0.8596000075340271,0.08910000324249268,0.012000000104308128,0.0714000016450882,0.004399999976158142,0.08100000023841858,0.0044999998062849045,0.034299999475479126,0.00039999998989515007
FUN_000024-T1,Mitochondrion,Mitochondrial transit peptide,0.08720000088214874,0.12039999663829803,0.07919999957084656,0.0674000009894371,0.8622999787330627,0.07280000299215317,0.1331000030040741,0.061400000005960464,0.10409999638795853,0.04919999837875366
FUN_000025-T1,Extracellular,Signal peptide,0.20890000462532043,0.2363000065088272,0.9072999954223633,0.17870000004768372,0.13449999690055847,0.0868000015616417,0.10520000010728836,0.311599999666214,0.17249999940395355,0.01489999983459711
FUN_000026-T1,Cytoplasm,Nuclear localization signal,0.7300000190734863,0.5095000267028809,0.02370000071823597,0.17440000176429749,0.21439999341964722,0.010999999940395355,0.1111999973654747,0.17520000040531158,0.08240000158548355,0.10570000112056732
FUN_000027-T1,Cytoplasm,,0.49149999022483826,0.5030999779701233,0.05310000106692314,0.05530000105500221,0.36309999227523804,0.07890000194311142,0.10729999840259552,0.1152999997138977,0.07890000194311142,0.12210000306367874
FUN_000028-T1,Cytoplasm|Mitochondrion,,0.713100016117096,0.12219999730587006,0.023600000888109207,0.029400000348687172,0.7646999955177307,0.40059998631477356,0.058400001376867294,0.07419999688863754,0.010700000450015068,0.007400000002235174
FUN_000029-T1,Cytoplasm|Nucleus,Nuclear export signal,0.6489999890327454,0.5512999892234802,0.029500000178813934,0.05299999937415123,0.12630000710487366,0.016699999570846558,0.16990000009536743,0.2493000030517578,0.1696999967098236,0.0013000000035390258
FUN_000030-T1,Cytoplasm,,0.6284000277519226,0.4099000096321106,0.0885000005364418,0.09229999780654907,0.12210000306367874,0.0019000000320374966,0.20469999313354492,0.4350000023841858,0.15029999613761902,0.0026000000070780516
FUN_000031-T1,Extracellular,Signal peptide,0.14920000731945038,0.10260000079870224,0.935699999332428,0.10670000314712524,0.09139999747276306,0.02669999934732914,0.23690000176429749,0.22220000624656677,0.26820001006126404,0.00800000037997961
FUN_000032-T1,Cytoplasm|Mitochondrion|Endoplasmic reticulum|Golgi apparatus,Mitochondrial transit peptide|Nuclear export signal,0.6675000190734863,0.2240999937057495,0.035100001841783524,0.12880000472068787,0.6534000039100647,0.04490000009536743,0.7049000263214111,0.5031999945640564,0.7289000153541565,0.0925000011920929
FUN_000033-T1,Cytoplasm,Nuclear localization signal,0.6546000242233276,0.4860999882221222,0.04619999974966049,0.35530000925064087,0.2084999978542328,0.03550000116229057,0.05339999869465828,0.14839999377727509,0.07880000025033951,0.0052999998442828655
FUN_000034-T1,Nucleus,Nuclear localization signal,0.16750000417232513,0.8980000019073486,0.04179999977350235,0.010900000110268593,0.38989999890327454,0.016699999570846558,0.05290000140666962,0.03779999911785126,0.024399999529123306,0.006899999920278788
FUN_000035-T1,Cytoplasm|Nucleus,Nuclear localization signal,0.47130000591278076,0.7246000170707703,0.017100000753998756,0.02370000071823597,0.19370000064373016,0.04179999977350235,0.10939999669790268,0.15129999816417694,0.1234000027179718,0.03500000014901161
FUN_000036-T1,Cytoplasm,,0.5030999779701233,0.49410000443458557,0.008200000040233135,0.025299999862909317,0.210999995470047,0.007400000002235174,0.3750999867916107,0.04450000077486038,0.3456999957561493,0.0034000000450760126
FUN_000037-T1,Cytoplasm|Nucleus,Nuclear localization signal,0.6140999794006348,0.7282000184059143,0.12710000574588776,0.09769999980926514,0.14669999480247498,0.01510000042617321,0.1005999967455864,0.07320000231266022,0.07900000363588333,0.019700000062584877
FUN_000038-T1,Cytoplasm,Nuclear localization signal,0.578499972820282,0.4397999942302704,0.0272000003606081,0.17080000042915344,0.18880000710487366,0.02250000089406967,0.1120000034570694,0.29280000925064087,0.22910000383853912,0.03240000084042549
FUN_000039-T1,Lysosome/Vacuole,Transmembrane domain,0.09969999641180038,0.20319999754428864,0.07129999995231628,0.35989999771118164,0.11490000039339066,0.15649999678134918,0.34790000319480896,0.44749999046325684,0.301800012588501,0.034699998795986176
FUN_000040-T1,Lysosome/Vacuole|Golgi apparatus,Signal peptide|Transmembrane domain,0.08869999647140503,0.11999999731779099,0.061400000005960464,0.4221000075340271,0.05559999868273735,0.0031999999191612005,0.28380000591278076,0.6241000294685364,0.7698000073432922,0.005100000184029341
FUN_000041-T1,Cytoplasm|Nucleus,Nuclear export signal,0.5264000296592712,0.7186999917030334,0.002199999988079071,0.05779999867081642,0.0860000029206276,0.0020000000949949026,0.08649999648332596,0.23810000717639923,0.09080000221729279,0.0012000000569969416
FUN_000042-T1,Golgi apparatus,Signal peptide|Transmembrane domain,0.2101999968290329,0.23919999599456787,0.2549000084400177,0.3856000006198883,0.15870000422000885,0.03579999879002571,0.4032000005245209,0.5038999915122986,0.5309000015258789,0.048700001090765
FUN_000043-T1,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.20440000295639038,0.20170000195503235,0.06310000270605087,0.28679999709129333,0.22460000216960907,0.007699999958276749,0.6956999897956848,0.39149999618530273,0.45649999380111694,0.028300000354647636
FUN_000044-T1,Nucleus,Nuclear localization signal,0.16920000314712524,0.8848000168800354,0.053599998354911804,0.007799999788403511,0.07339999824762344,0.004999999888241291,0.04910000041127205,0.004999999888241291,0.03660000115633011,0.0010000000474974513
FUN_000045-T1,Cytoplasm|Nucleus,Nuclear localization signal,0.795199990272522,0.5390999913215637,0.05310000106692314,0.16130000352859497,0.23090000450611115,0.023499999195337296,0.05400000140070915,0.050700001418590546,0.08150000125169754,0.001500000013038516
FUN_000046-T1,Mitochondrion,Mitochondrial transit peptide,0.10289999842643738,0.12269999831914902,0.04619999974966049,0.08669999986886978,0.9394999742507935,0.049800001084804535,0.023800000548362732,0.02710000053048134,0.02810000069439411,0.012299999594688416
FUN_000047-T1,Endoplasmic reticulum,,0.328900009393692,0.46470001339912415,0.012000000104308128,0.1289999932050705,0.2685000002384186,0.17900000512599945,0.7720000147819519,0.0625,0.181099995970726,0.0015999999595806003
FUN_000048-T1,Nucleus,Nuclear localization signal,0.4004000127315521,0.9018999934196472,0.04100000113248825,0.01590000092983246,0.40400001406669617,0.0005000000237487257,0.08980000019073486,0.03629999980330467,0.05480000004172325,0.005400000140070915
FUN_000049-T1,Endoplasmic reticulum,,0.21369999647140503,0.5002999901771545,0.11460000276565552,0.03819999843835831,0.3587000072002411,0.05900000035762787,0.5177000164985657,0.08839999884366989,0.15539999306201935,0.10279999673366547
FUN_000050-T1,Cell membrane,Transmembrane domain,0.12300000339746475,0.10339999943971634,0.031099999323487282,0.6854000091552734,0.12630000710487366,0.02239999920129776,0.3174000084400177,0.39989998936653137,0.5361999869346619,0.0071000000461936
FUN_000051-T1,Mitochondrion,Mitochondrial transit peptide,0.24140000343322754,0.15610000491142273,0.09040000289678574,0.06539999693632126,0.8075000047683716,0.05849999934434891,0.048900000751018524,0.06199999898672104,0.08659999817609787,0.0142000000923872
FUN_000052-T1,Mitochondrion,Mitochondrial transit peptide,0.16949999332427979,0.2321999967098236,0.13779999315738678,0.04639999940991402,0.8112000226974487,0.1120000034570694,0.07559999823570251,0.08389999717473984,0.10490000247955322,0.034699998795986176
FUN_000053-T1,Nucleus,Nuclear localization signal,0.3041999936103821,0.9182000160217285,0.2240999937057495,0.00989999994635582,0.11869999766349792,0.003599999938160181,0.017000000923871994,0.009499999694526196,0.01549999974668026,0.05389999970793724
FUN_000054-T1,Cytoplasm,,0.6815999746322632,0.31060001254081726,0.041999999433755875,0.19269999861717224,0.4627000093460083,0.04100000113248825,0.10450000315904617,0.1242000013589859,0.10100000351667404,0.01899999938905239
FUN_000055-T1,Cytoplasm|Nucleus,Nuclear localization signal,0.6302000284194946,0.5778999924659729,0.14509999752044678,0.05959999933838844,0.07699999958276749,0.002199999988079071,0.11460000276565552,0.07850000262260437,0.4406000077724457,0.0005000000237487257
FUN_000056-T1,Cytoplasm|Nucleus,,0.6496999859809875,0.5401999950408936,0.026000000536441803,0.035599999129772186,0.13459999859333038,0.019099999219179153,0.1793999969959259,0.14669999480247498,0.07280000299215317,0.007699999958276749
FUN_000057-T1,Cytoplasm,,0.6848000288009644,0.5220000147819519,0.08860000222921371,0.11949999630451202,0.13860000669956207,0.0044999998062849045,0.08389999717473984,0.04520000144839287,0.18170000612735748,0.032999999821186066
FUN_000058-T1,Nucleus,Nuclear localization signal,0.299699991941452,0.9230999946594238,0.05620000138878822,0.014299999922513962,0.0348999984562397,0.0026000000070780516,0.04149999842047691,0.018799999728798866,0.009700000286102295,0.000699999975040555
FUN_000059-T1,Cytoplasm|Nucleus,Nuclear localization signal,0.48669999837875366,0.9021000266075134,0.032600000500679016,0.07069999724626541,0.0722000002861023,0.0017999999690800905,0.08370000123977661,0.028599999845027924,0.054999999701976776,0.016499999910593033
FUN_000060-T1,Cytoplasm,,0.5824000239372253,0.37209999561309814,0.18940000236034393,0.1859000027179718,0.1469999998807907,0.03229999914765358,0.0877000018954277,0.17090000212192535,0.23810000717639923,0.05260000005364418
FUN_000061-T1,Cytoplasm|Nucleus,Nuclear localization signal,0.5590000152587891,0.7871000170707703,0.029200000688433647,0.0617000013589859,0.10700000077486038,0.015200000256299973,0.036400001496076584,0.02889999933540821,0.0340999998152256,0.006899999920278788
FUN_000062-T1,Mitochondrion,Mitochondrial transit peptide,0.07010000199079514,0.09929999709129333,0.032600000500679016,0.066600002348423,0.9081000089645386,0.07540000230073929,0.09700000286102295,0.029400000348687172,0.10779999941587448,0.03550000116229057
FUN_000063-T1,Cell membrane,Transmembrane domain,0.12870000302791595,0.09600000083446503,0.01860000006854534,0.7157999873161316,0.13490000367164612,0.02329999953508377,0.31709998846054077,0.37310001254081726,0.4945000112056732,0.005499999970197678
FUN_000064-T1,Nucleus,Nuclear localization signal,0.21819999814033508,0.9291999936103821,0.04659999907016754,0.00860000029206276,0.06800000369548798,0.0013000000035390258,0.04439999908208847,0.009800000116229057,0.019099999219179153,0.003100000089034438
FUN_000065-T1,Cytoplasm|Nucleus,,0.5062999725341797,0.5794000029563904,0.07880000025033951,0.04800000041723251,0.2037000060081482,0.03779999911785126,0.0632999986410141,0.026599999517202377,0.0820000022649765,0.05400000140070915
FUN_000066-T1,Nucleus,Nuclear localization signal,0.3910999894142151,0.7825000286102295,0.10019999742507935,0.0357000008225441,0.2020999938249588,0.023399999365210533,0.07880000025033951,0.01940000057220459,0.047200001776218414,0.007600000128149986
FUN_000067-T1,Nucleus,Nuclear localization signal,0.43689998984336853,0.7250999808311462,0.07249999791383743,0.04439999908208847,0.05810000002384186,0.0017000000225380063,0.09929999709129333,0.06159999966621399,0.23770000040531158,0.005400000140070915
FUN_000068-T1,Cytoplasm,,0.733299970626831,0.33640000224113464,0.08079999685287476,0.2646999955177307,0.3375999927520752,0.2087000012397766,0.03150000050663948,0.028699999675154686,0.0364999994635582,0.006099999882280827
FUN_000069-T1,Cytoplasm,Peroxisomal targeting signal,0.8294000029563904,0.2549999952316284,0.005400000140070915,0.02319999970495701,0.2793000042438507,0.03610000014305115,0.1428000032901764,0.15150000154972076,0.09229999780654907,0.1451999992132187
FUN_000070-T1,Cytoplasm,,0.7423999905586243,0.39980000257492065,0.11270000040531158,0.03680000081658363,0.2800000011920929,0.003100000089034438,0.3228999972343445,0.299699991941452,0.18770000338554382,0.019099999219179153
FUN_000071-T1,Nucleus,Nuclear localization signal,0.21649999916553497,0.9298999905586243,0.13249999284744263,0.06030000001192093,0.05660000070929527,0.01080000028014183,0.017100000753998756,0.022600000724196434,0.010400000028312206,0.0019000000320374966
FUN_000072-T1,Cytoplasm,,0.5360000133514404,0.30809998512268066,0.07940000295639038,0.18549999594688416,0.17980000376701355,0.021900000050663948,0.19850000739097595,0.23270000517368317,0.19939999282360077,0.02930000051856041
FUN_000073-T1,Cytoplasm,,0.5992000102996826,0.226500004529953,0.17900000512599945,0.2249000072479248,0.13279999792575836,0.023000000044703484,0.22089999914169312,0.26499998569488525,0.3840999901294708,0.024700000882148743
FUN_000074-T1,Nucleus,,0.3050000071525574,0.6797999739646912,0.044199999421834946,0.021900000050663948,0.13519999384880066,0.01269999984651804,0.016499999910593033,0.06650000065565109,0.08560000360012054,0.009399999864399433
FUN_000075-T1,Nucleus,Nuclear localization signal,0.36469998955726624,0.7678999900817871,0.07800000160932541,0.03909999877214432,0.17030000686645508,0.011599999852478504,0.05310000106692314,0.006200000178068876,0.04360000044107437,0.0430000014603138
FUN_000076-T1,Nucleus,Nuclear localization signal,0.3750999867916107,0.9476000070571899,0.03539999946951866,0.018200000748038292,0.20250000059604645,0.008500000461935997,0.023800000548362732,0.010300000198185444,0.026000000536441803,0.003800000064074993
FUN_000077-T1,Extracellular,Signal peptide,0.12219999730587006,0.15530000627040863,0.8640000224113464,0.1606999933719635,0.05169999971985817,0.011699999682605267,0.10890000313520432,0.10970000177621841,0.1103999987244606,0.0013000000035390258
FUN_000078-T1,Nucleus,Nuclear localization signal,0.27059999108314514,0.9115999937057495,0.041600000113248825,0.011900000274181366,0.07580000162124634,0.012199999764561653,0.052400000393390656,0.015200000256299973,0.07169999927282333,0.005100000184029341
FUN_000079-T1,Nucleus,Nuclear localization signal,0.35190001130104065,0.8343999981880188,0.03449999913573265,0.02199999988079071,0.07989999651908875,0.016200000420212746,0.04349999874830246,0.01899999938905239,0.04520000144839287,0.003000000026077032
FUN_000080-T1,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.5946000218391418,0.6008999943733215,0.026499999687075615,0.0860000029206276,0.06790000200271606,0.03750000149011612,0.05570000037550926,0.14659999310970306,0.1565999984741211,0.002199999988079071
FUN_000081-T1,Cytoplasm|Nucleus,Nuclear localization signal,0.5321000218391418,0.7077999711036682,0.11050000041723251,0.005900000222027302,0.10199999809265137,0.0010000000474974513,0.0706000030040741,0.01759999990463257,0.17800000309944153,0.021199999377131462
FUN_000082-T1,Cytoplasm,Nuclear export signal,0.6538000106811523,0.462799996137619,0.04280000180006027,0.16590000689029694,0.22200000286102295,0.027699999511241913,0.15459999442100525,0.2703999876976013,0.2093999981880188,0.28850001096725464
FUN_000083-T1,Lysosome/Vacuole,Signal peptide|Transmembrane domain,0.31040000915527344,0.13899999856948853,0.09759999811649323,0.29989999532699585,0.2037000060081482,0.02070000022649765,0.6036999821662903,0.6672999858856201,0.6610999703407288,0.02280000038444996
FUN_000084-T1,Cytoplasm,,0.5,0.47609999775886536,0.10419999808073044,0.08669999986886978,0.15080000460147858,0.014100000262260437,0.07729999721050262,0.033399999141693115,0.0210999995470047,0.006800000090152025
FUN_000085-T1,Cytoplasm,,0.5938000082969666,0.40639999508857727,0.0430000014603138,0.062199998646974564,0.2533000111579895,0.09139999747276306,0.44780001044273376,0.08990000188350677,0.20739999413490295,0.11050000041723251
FUN_000086-T1,Cell membrane,,0.15479999780654907,0.10119999945163727,0.03550000116229057,0.6349999904632568,0.041099999099969864,0.027499999850988388,0.5796999931335449,0.22439999878406525,0.45730000734329224,0.07989999651908875
FUN_000087-T1,Cytoplasm,,0.682699978351593,0.24150000512599945,0.32510000467300415,0.39820000529289246,0.18629999458789825,0.011900000274181366,0.15139999985694885,0.23489999771118164,0.3057999908924103,0.11060000211000443
FUN_000088-T1,Nucleus,Nuclear localization signal,0.24940000474452972,0.8403000235557556,0.041099999099969864,0.062300000339746475,0.04749999940395355,0.030400000512599945,0.0617000013589859,0.019500000402331352,0.2272000014781952,0.002400000113993883
FUN_000089-T1,Cytoplasm,Nuclear localization signal,0.7050999999046326,0.4620000123977661,0.1559000015258789,0.05909999832510948,0.11249999701976776,0.011699999682605267,0.10249999910593033,0.1428000032901764,0.20389999449253082,0.0746999979019165
FUN_000090-T1,Nucleus,Nuclear localization signal,0.20190000534057617,0.8698999881744385,0.20819999277591705,0.03920000046491623,0.048500001430511475,0.003100000089034438,0.05079999938607216,0.017799999564886093,0.021400000900030136,0.00139999995008111
FUN_000091-T1,Cytoplasm,Nuclear localization signal,0.617900013923645,0.4041000008583069,0.037700001150369644,0.3555999994277954,0.21490000188350677,0.049300000071525574,0.18569999933242798,0.2386000007390976,0.25279998779296875,0.026499999687075615
FUN_000092-T1,Cytoplasm,Nuclear localization signal,0.6531000137329102,0.459199994802475,0.02539999969303608,0.027499999850988388,0.3824999928474426,0.019600000232458115,0.09399999678134918,0.03709999844431877,0.13750000298023224,0.004699999932199717
FUN_000093-T1,Cytoplasm,,0.6787999868392944,0.257999986410141,0.08150000125169754,0.3644999861717224,0.27950000762939453,0.016499999910593033,0.13289999961853027,0.20090000331401825,0.17599999904632568,0.2467000037431717
FUN_000094-T1,Cytoplasm,,0.6978999972343445,0.2603999972343445,0.15440000593662262,0.09139999747276306,0.2921000123023987,0.2957000136375427,0.2603999972343445,0.1712000072002411,0.18850000202655792,0.07580000162124634
FUN_000095-T1,Cytoplasm|Nucleus,Nuclear localization signal,0.6913999915122986,0.5591999888420105,0.018799999728798866,0.09470000118017197,0.16990000009536743,0.006300000008195639,0.10840000212192535,0.14010000228881836,0.14949999749660492,0.027699999511241913
FUN_000096-T1,Cell membrane|Lysosome/Vacuole,Transmembrane domain,0.08399999886751175,0.12630000710487366,0.15309999883174896,0.7075999975204468,0.08560000360012054,0.0032999999821186066,0.2273000031709671,0.7699000239372253,0.3813000023365021,0.002400000113993883
FUN_000097-T1,Cytoplasm|Nucleus,,0.5490000247955322,0.6431000232696533,0.16269999742507935,0.01940000057220459,0.12880000472068787,0.04190000146627426,0.08410000056028366,0.17249999940395355,0.19449999928474426,0.08869999647140503
FUN_000098-T1,Cytoplasm,Peroxisomal targeting signal,0.7092000246047974,0.5223000049591064,0.006500000134110451,0.13819999992847443,0.23770000040531158,0.010599999688565731,0.04910000041127205,0.15710000693798065,0.040300000458955765,0.05339999869465828
FUN_000099-T1,Mitochondrion,Mitochondrial transit peptide,0.14409999549388885,0.251800000667572,0.07129999995231628,0.06480000168085098,0.9318000078201294,0.029899999499320984,0.028200000524520874,0.022700000554323196,0.049800001084804535,0.013000000268220901
FUN_000100-T1,Nucleus,Nuclear localization signal,0.2500999867916107,0.9225000143051147,0.09709999710321426,0.022099999710917473,0.19460000097751617,0.0052999998442828655,0.04309999942779541,0.007799999788403511,0.009499999694526196,0.0210999995470047
FUN_000101-T1,Mitochondrion,Mitochondrial transit peptide,0.0835999995470047,0.1500999927520752,0.03319999948143959,0.05260000005364418,0.913100004196167,0.06719999760389328,0.28999999165534973,0.15600000321865082,0.07779999822378159,0.028200000524520874
FUN_000102-T1,Extracellular,Signal peptide,0.21220000088214874,0.12470000237226486,0.6992999911308289,0.28060001134872437,0.057999998331069946,0.009999999776482582,0.4036000072956085,0.22910000383853912,0.3325999975204468,0.004000000189989805
FUN_000103-T1,Extracellular,Signal peptide,0.08389999717473984,0.09099999815225601,0.5246999859809875,0.42579999566078186,0.18629999458789825,0.008100000210106373,0.14180000126361847,0.319599986076355,0.19679999351501465,0.017799999564886093
FUN_000104-T1,Cytoplasm|Nucleus,Nuclear localization signal,0.6151999831199646,0.6664000153541565,0.17100000381469727,0.025200000032782555,0.14970000088214874,0.01899999938905239,0.09669999778270721,0.07930000126361847,0.10700000077486038,0.03359999880194664
FUN_000105-T1,Mitochondrion,Transmembrane domain|Mitochondrial transit peptide,0.09560000151395798,0.0851999968290329,0.016300000250339508,0.09809999912977219,0.8185999989509583,0.00930000003427267,0.33160001039505005,0.13490000367164612,0.10740000009536743,0.11869999766349792
FUN_000106-T1,Nucleus,Nuclear localization signal,0.27649998664855957,0.8938999772071838,0.07129999995231628,0.03970000147819519,0.03359999880194664,0.007300000172108412,0.02500000037252903,0.009499999694526196,0.03739999979734421,0.00139999995008111
FUN_000107-T1,Cytoplasm,Nuclear localization signal|Nuclear export signal,0.6456000208854675,0.45329999923706055,0.018400000408291817,0.18379999697208405,0.11630000174045563,0.031099999323487282,0.1120000034570694,0.2029999941587448,0.36149999499320984,0.017000000923871994
FUN_000108-T1,Cell membrane,Signal peptide,0.18199999630451202,0.2175000011920929,0.5311999917030334,0.5791000127792358,0.13030000030994415,0.01679999940097332,0.08100000023841858,0.27129998803138733,0.13570000231266022,0.012600000016391277
FUN_000109-T1,Cytoplasm,,0.614799976348877,0.48330000042915344,0.012000000104308128,0.09260000288486481,0.08139999955892563,0.006800000090152025,0.22220000624656677,0.14740000665187836,0.14800000190734863,0.003599999938160181
FUN_000110-T1,Cytoplasm,Nuclear localization signal,0.7505000233650208,0.5042999982833862,0.14920000731945038,0.04529999941587448,0.17190000414848328,0.03280000016093254,0.12460000067949295,0.094200000166893,0.18490000069141388,0.006300000008195639
FUN_000111-T1,Nucleus,Nuclear localization signal,0.2556999921798706,0.8907999992370605,0.053199999034404755,0.034699998795986176,0.07800000160932541,0.0008999999845400453,0.0272000003606081,0.02019999921321869,0.013799999840557575,0.01759999990463257
FUN_000112-T1,Endoplasmic reticulum,Signal peptide,0.2502000033855438,0.0877000018954277,0.26159998774528503,0.20569999516010284,0.460999995470047,0.1445000022649765,0.7491000294685364,0.36640000343322754,0.10490000247955322,0.17669999599456787
FUN_000113-T1,Nucleus,Nuclear localization signal,0.2443999946117401,0.9244999885559082,0.09220000356435776,0.004900000058114529,0.12999999523162842,0.0012000000569969416,0.05959999933838844,0.0333000011742115,0.034299999475479126,0.06520000100135803
FUN_000114-T1,Cytoplasm,Nuclear export signal,0.5325999855995178,0.4828999936580658,0.08150000125169754,0.13760000467300415,0.2888999879360199,0.07190000265836716,0.3021000027656555,0.41609999537467957,0.33640000224113464,0.07779999822378159
FUN_000115-T1,Nucleus,Nuclear export signal,0.4339999854564667,0.7426999807357788,0.04019999876618385,0.04340000078082085,0.10920000076293945,0.020400000736117363,0.053300000727176666,0.14949999749660492,0.11339999735355377,0.001500000013038516
FUN_000116-T1,Mitochondrion,Mitochondrial transit peptide,0.3831999897956848,0.13199999928474426,0.06360000371932983,0.06930000334978104,0.5982999801635742,0.06109999865293503,0.09610000252723694,0.09319999814033508,0.10909999907016754,0.1371999979019165
FUN_000117-T1,Lysosome/Vacuole,Signal peptide|Transmembrane domain,0.11299999803304672,0.13760000467300415,0.02019999921321869,0.26980000734329224,0.04960000142455101,0.0031999999191612005,0.30559998750686646,0.7037000060081482,0.4837000072002411,0.005100000184029341
